Time	Node	Type	Packets	
7	29	CacheMisses	272
7	30	CacheHits	424
7	30	CacheMisses	273
7	31	CacheHits	420
7	31	CacheMisses	271
7	32	CacheHits	286
7	32	CacheMisses	275
7	33	CacheHits	491
7	33	CacheMisses	272
7	34	CacheHits	212
7	34	CacheMisses	275
7	35	CacheHits	423
7	35	CacheMisses	272
7	36	CacheHits	411
7	36	CacheMisses	272
7	37	CacheHits	232
7	37	CacheMisses	276
7	38	CacheHits	169
7	38	CacheMisses	275
7	39	CacheHits	106
7	39	CacheMisses	275
7	40	CacheHits	265
7	40	CacheMisses	271
7	41	CacheHits	192
7	41	CacheMisses	272
7	42	CacheHits	391
7	42	CacheMisses	270
7	43	CacheHits	228
7	43	CacheMisses	274
7	44	CacheHits	290
7	44	CacheMisses	274
7	45	CacheHits	306
7	45	CacheMisses	273
7	46	CacheHits	203
7	46	CacheMisses	272
7	47	CacheHits	271
7	47	CacheMisses	277
7	48	CacheHits	271
7	48	CacheMisses	273
7	49	CacheHits	237
7	49	CacheMisses	270
8	0	CacheHits	505
8	0	CacheMisses	262
8	1	CacheHits	305
8	1	CacheMisses	268
8	2	CacheHits	723
8	2	CacheMisses	266
8	3	CacheHits	306
8	3	CacheMisses	265
8	4	CacheHits	297
8	4	CacheMisses	262
8	5	CacheHits	201
8	5	CacheMisses	265
8	6	CacheHits	336
8	6	CacheMisses	265
8	7	CacheHits	278
8	7	CacheMisses	264
8	8	CacheHits	277
8	8	CacheMisses	266
8	9	CacheHits	140
8	9	CacheMisses	267
8	10	CacheHits	298
8	10	CacheMisses	267
8	11	CacheHits	138
8	11	CacheMisses	264
8	12	CacheHits	271
8	12	CacheMisses	265
8	13	CacheHits	178
8	13	CacheMisses	268
8	14	CacheHits	554
8	14	CacheMisses	265
8	15	CacheHits	287
8	15	CacheMisses	264
8	16	CacheHits	474
8	16	CacheMisses	259
8	17	CacheHits	491
8	17	CacheMisses	261
8	18	CacheHits	307
8	18	CacheMisses	264
8	19	CacheHits	427
8	19	CacheMisses	264
8	20	CacheHits	269
8	20	CacheMisses	264
8	21	CacheHits	430
8	21	CacheMisses	263
8	22	CacheHits	286
8	22	CacheMisses	264
8	23	CacheHits	138
8	23	CacheMisses	263
8	24	CacheHits	243
8	24	CacheMisses	265
8	25	CacheHits	362
8	25	CacheMisses	263
8	26	CacheHits	217
8	26	CacheMisses	263
8	27	CacheHits	527
8	27	CacheMisses	263
8	28	CacheHits	284
8	28	CacheMisses	264
8	29	CacheHits	313
8	29	CacheMisses	266
8	30	CacheHits	430
8	30	CacheMisses	261
8	31	CacheHits	453
8	31	CacheMisses	262
8	32	CacheHits	308
8	32	CacheMisses	267
8	33	CacheHits	485
8	33	CacheMisses	260
8	34	CacheHits	236
8	34	CacheMisses	264
8	35	CacheHits	409
8	35	CacheMisses	262
8	36	CacheHits	407
8	36	CacheMisses	260
8	37	CacheHits	283
8	37	CacheMisses	267
8	38	CacheHits	154
8	38	CacheMisses	264
8	39	CacheHits	110
8	39	CacheMisses	268
8	40	CacheHits	294
8	40	CacheMisses	266
8	41	CacheHits	212
8	41	CacheMisses	264
8	42	CacheHits	416
8	42	CacheMisses	265
8	43	CacheHits	262
8	43	CacheMisses	266
8	44	CacheHits	313
8	44	CacheMisses	265
8	45	CacheHits	239
8	45	CacheMisses	265
8	46	CacheHits	194
8	46	CacheMisses	266
8	47	CacheHits	294
8	47	CacheMisses	263
8	48	CacheHits	258
8	48	CacheMisses	265
8	49	CacheHits	202
8	49	CacheMisses	265
9	0	CacheHits	515
9	0	CacheMisses	271
9	1	CacheHits	291
9	1	CacheMisses	268
9	2	CacheHits	652
9	2	CacheMisses	269
9	3	CacheHits	292
9	3	CacheMisses	274
9	4	CacheHits	257
9	4	CacheMisses	273
9	5	CacheHits	236
9	5	CacheMisses	267
9	6	CacheHits	288
9	6	CacheMisses	274
9	7	CacheHits	297
9	7	CacheMisses	269
9	8	CacheHits	268
9	8	CacheMisses	271
9	9	CacheHits	121
9	9	CacheMisses	271
9	10	CacheHits	270
9	10	CacheMisses	266
9	11	CacheHits	126
9	11	CacheMisses	272
9	12	CacheHits	266
9	12	CacheMisses	270
9	13	CacheHits	217
9	13	CacheMisses	270
9	14	CacheHits	534
9	14	CacheMisses	270
9	15	CacheHits	297
9	15	CacheMisses	269
9	16	CacheHits	463
9	16	CacheMisses	265
9	17	CacheHits	482
9	17	CacheMisses	264
9	18	CacheHits	287
9	18	CacheMisses	272
9	19	CacheHits	402
9	19	CacheMisses	271
9	20	CacheHits	226
9	20	CacheMisses	272
9	21	CacheHits	440
9	21	CacheMisses	264
9	22	CacheHits	288
9	22	CacheMisses	269
9	23	CacheHits	155
9	23	CacheMisses	270
9	24	CacheHits	295
9	24	CacheMisses	275
9	25	CacheHits	371
9	25	CacheMisses	269
9	26	CacheHits	198
9	26	CacheMisses	270
9	27	CacheHits	491
9	27	CacheMisses	269
9	28	CacheHits	272
9	28	CacheMisses	272
9	29	CacheHits	305
9	29	CacheMisses	268
9	30	CacheHits	386
9	30	CacheMisses	268
9	31	CacheHits	441
9	31	CacheMisses	271
9	32	CacheHits	309
9	32	CacheMisses	271
9	33	CacheHits	466
9	33	CacheMisses	266
9	34	CacheHits	215
9	34	CacheMisses	269
9	35	CacheHits	411
9	35	CacheMisses	265
9	36	CacheHits	391
9	36	CacheMisses	269
9	37	CacheHits	270
9	37	CacheMisses	267
9	38	CacheHits	158
9	38	CacheMisses	271
9	39	CacheHits	108
9	39	CacheMisses	268
9	40	CacheHits	273
9	40	CacheMisses	267
